제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
포드세일즈서비스코리아(유),2022년식 Explorer FHEV,4/11/22,4/12/22,10/18/22,"일부 2022년식 Aviator 및 Explorer 차량은 프론트 사이드 멤버*의 강성 부족으로 충돌 시 탑승자가 상해를 입거나 엔진룸에 연료가 누출되는 안전 기준(FMVSS, 연방 자동차 안전 표준) 부적합 사항이 확인되었습니다."
포드세일즈서비스코리아(유),2022년식 Explorer,4/6/22,5/1/22,10/18/22,"일부 2022년식 Aviator 및 Explorer 차량은 프론트 사이드 멤버*의 강성 부족으로 충돌 시 탑승자가 상해를 입거나 엔진룸에 연료가 누출되는 안전 기준(FMVSS, 연방 자동차 안전 표준) 부적합 사항이 확인되었습니다."
포드세일즈서비스코리아(유),2022년식 Bronco,1/12/22,4/12/22,10/18/22,"2022년식 Bronco 차량의 앞면 창유리의 부착 불량으로 특정 속도 이하에서 충돌 시 앞면 창유리 부착면이 50% 이상 이탈되는 안전 기준(FMVSS, 연방 자동차 안전 표준) 부적합 사항이 확인되었습니다."
메르세데스벤츠코리아(주),Mercedes-AMG EQS 53 4MATIC+,7/14/21,7/14/21,10/21/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),EQS 450 4MATIC,10/25/21,10/25/21,10/21/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),EQS 450+,3/15/21,10/8/21,10/21/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),EQS 350,9/7/21,9/7/21,10/21/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),EQE 350,12/10/21,12/22/21,10/21/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),Maybach S 580 4MATIC,7/3/21,9/13/21,10/21/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),S 580 4MATIC,9/23/21,10/21/21,10/21/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),S 500 4MATIC,6/30/21,10/4/21,10/21/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),S 450 4MATIC,6/28/21,10/18/21,10/21/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),S 400 d 4MATIC,7/7/21,10/21/21,10/21/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),S 350 d,8/2/21,10/19/21,10/21/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),C 300,3/26/21,3/31/21,10/21/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
포르쉐코리아 주식회사,타이칸,5/31/21,5/31/21,10/21/22,"계기판 소프트웨어의 오류로 브레이크 진공펌프의 고장 시 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제13조 제5항에서 정하고 있는 식별부호로 표시가 되지 않습니다. 2022RIV169 리콜 보고 이후 2022년 9월 27일 같은 결함에 해당되는 차량 1대를 독일 본사로부터 인지하여 이에 추가 보고를 하고 시정조치를 시행하고자 합니다. 해당 추가 차량 1대는 포르쉐코리아를 거치지 않고 LG 전자에서 연구, 시험 목적으로 직수입한 차량으로 확인되었습니다. 따라서, 당사에서 매출액이 발생하지 않은 차량입니다."
현대자동차(주),파비스(QV),8/9/21,9/7/21,10/26/22,"차로이탈경고장치, 비상자동제동장치가 적용되지 않은 차량 생산 ※ 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제 14조의2 (차로이탈경고장치) : 승합자동차와 차량 총 중량 3.5톤을 초과하는 화물/특수자동차에는 차로이탈경고장치를 설치하여야 한다. ※ 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제 15조의3 (비상자동제동장치) : 승합자동차와 차량 총 중량 3.5톤을 초과하는 화물/특수자동차에는 비상자동제동장치를 설치하여야 한다 ※ LDWS(차선 이탈 경보 시스템) : 카메라 센서를 이용한 전방 차선 인식 및 이탈 경보 시스템 ※ FCA(전방충돌방지보조) : 전방의 차량이나 보행자와 충돌하지 않도록 도와주는 주행 보조 기능 ※ FCA ECU : 전방충돌방지보조, 차선이탈경보시스템 등 주행보조기능을 제어하는 유닛"
현대자동차(주),G80 전기차(RG3 EV),3/16/21,7/23/22,10/27/22,"싼타페(TM PE), 싼타페 하이브리드(TM HEV), G80 전기차(RG3 EV) 일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
현대자동차(주),싼타페 하이브리드(TM HEV),6/1/21,7/21/22,10/27/22,"싼타페(TM PE), 싼타페 하이브리드(TM HEV), G80 전기차(RG3 EV) 일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
현대자동차(주),싼타페(TM PE),6/17/20,7/26/22,10/27/22,"싼타페(TM PE), 싼타페 하이브리드(TM HEV), G80 전기차(RG3 EV) 일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
현대자동차(주),싼타페 (TM PE),1/14/20,5/31/22,10/27/22,"싼타페(TM PE) 등 5개 차종의 일부 차량에서 습식 8단변속기 변속기 제어장치 (TCU) 소프트웨어 설계 오류로, 제어용 전동식 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
현대자동차(주),코나N (OSN),11/16/20,3/24/22,10/27/22,"싼타페(TM PE) 등 5개 차종의 일부 차량에서 습식 8단변속기 변속기 제어장치 (TCU) 소프트웨어 설계 오류로, 제어용 전동식 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
현대자동차(주),벨로스터N (JSN),1/6/20,4/22/22,10/27/22,"싼타페(TM PE) 등 5개 차종의 일부 차량에서 습식 8단변속기 변속기 제어장치 (TCU) 소프트웨어 설계 오류로, 제어용 전동식 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
현대자동차(주),쏘나타N Line (DN8),6/15/20,4/8/22,10/27/22,"싼타페(TM PE) 등 5개 차종의 일부 차량에서 습식 8단변속기 변속기 제어장치 (TCU) 소프트웨어 설계 오류로, 제어용 전동식 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
현대자동차(주),아반떼N (CN7N),1/12/21,4/4/22,10/27/22,"싼타페(TM PE) 등 5개 차종의 일부 차량에서 습식 8단변속기 변속기 제어장치 (TCU) 소프트웨어 설계 오류로, 제어용 전동식 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
기아주식회사,쏘렌토(MQ4),2/26/20,6/2/22,10/27/22,"습식 8단변속기 변속기 제어장치 (TCU) 안전운행 모드 관련 소프트웨어 설계 오류로, 변속기 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
한국지엠(주),이쿼녹스,5/25/22,7/15/22,10/28/22,"운전석 시트 쿠션 프레임의 고정볼트가 정위치에 조립되지 않은 조립 불량 상태 발생 시 검수 장비에서 검출되지 않고 통과된 시트 쿠션 프레임이 장착될 가능성이 있어, 운전석 시트 쿠션 프레임이 제대로 고정되지 않았을 가능성이 있음."
메르세데스벤츠코리아(주),C 200 4MATIC,3/16/21,3/17/22,10/28/22,"부품 개발 공정 오류로 인해 후면 유리 선팅 작업을 하거나 우천시 트렁크를 여는 경우 후방 SAM(Signal Acquisition and actuation Module) 컨트롤 유닛1에 수분이 침투될 수 있습니다. 1SAM 컨트롤 유닛: 센서, 스위치 및 컨트롤러로부터 데이터를 수신하고, 이를 전송하여 구성 요소(components)를 작동하며, 시스템을 모니터링 하는 모듈"
메르세데스벤츠코리아(주),C 200,2/23/22,2/23/22,10/28/22,"부품 개발 공정 오류로 인해 후면 유리 선팅 작업을 하거나 우천시 트렁크를 여는 경우 후방 SAM(Signal Acquisition and actuation Module) 컨트롤 유닛1에 수분이 침투될 수 있습니다. 1SAM 컨트롤 유닛: 센서, 스위치 및 컨트롤러로부터 데이터를 수신하고, 이를 전송하여 구성 요소(components)를 작동하며, 시스템을 모니터링 하는 모듈"
메르세데스벤츠코리아(주),C 300 4MATIC,2/11/22,2/21/22,10/28/22,"부품 개발 공정 오류로 인해 후면 유리 선팅 작업을 하거나 우천시 트렁크를 여는 경우 후방 SAM(Signal Acquisition and actuation Module) 컨트롤 유닛1에 수분이 침투될 수 있습니다. 1SAM 컨트롤 유닛: 센서, 스위치 및 컨트롤러로부터 데이터를 수신하고, 이를 전송하여 구성 요소(components)를 작동하며, 시스템을 모니터링 하는 모듈"
메르세데스벤츠코리아(주),C 300,3/25/21,3/19/22,10/28/22,"부품 개발 공정 오류로 인해 후면 유리 선팅 작업을 하거나 우천시 트렁크를 여는 경우 후방 SAM(Signal Acquisition and actuation Module) 컨트롤 유닛1에 수분이 침투될 수 있습니다. 1SAM 컨트롤 유닛: 센서, 스위치 및 컨트롤러로부터 데이터를 수신하고, 이를 전송하여 구성 요소(components)를 작동하며, 시스템을 모니터링 하는 모듈"
메르세데스벤츠코리아(주),GLB 250 4MATIC,10/19/20,10/23/20,10/28/22,물류 운송 과정 오류에 의한 외부 손상이 발생된 ESP1 컨트롤 유닛이 차량에 장착되었을 수 있습니다. 이로 인해 ESP 컨트롤 유닛 내부에 수분이 유입될 수 있습니다. 1ESP (전자 제어 주행 안정 장치): 운전자가 요구하는 자동차 진행 방향과 실제 자동차의 진행방향을 비교하여 차량의 미끄러짐을 예방하기 위한 제동 토크를 개별적으로 자동조절하여 자동차의 방향안정성을 향상시키는 장치
메르세데스벤츠코리아(주),Maybach GLS 600 4MATIC,5/8/20,9/18/21,10/28/22,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),GLS 580 4MATIC,11/15/19,10/27/21,10/28/22,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),GLS 450 4MATIC,11/14/19,4/19/21,10/28/22,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),GLS 400 d 4MATIC,11/19/19,4/19/21,10/28/22,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),Mercedes-AMG GLE 53 4MATIC+,10/15/19,1/28/22,10/28/22,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),GLE 450 4MATIC,5/20/19,3/9/22,10/28/22,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),GLE 350 e 4MATIC,3/27/20,3/2/22,10/28/22,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),GLE 350 4MATIC,11/30/19,11/30/19,10/28/22,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),GLE 300 d 4MATIC,6/4/19,10/13/21,10/28/22,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),GLE 300 d 4MATIC,1/27/21,2/26/22,10/28/22,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
폭스바겐그룹코리아 주식회사,Touareg 4.0 TDI,2/5/20,8/25/20,10/28/22,특정 기간 동안 생산 수입된 일부 차량의 설계변경으로 전기 보조히터가 설치되지 않아 자동차 안전기준에서 정한 서리 제거가 제대로 되지 않을 수 있습니다. 이는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제109조(창닦이기장치등)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.
폭스바겐그룹코리아 주식회사,Touareg 3.0 TDI,10/29/19,10/29/20,10/28/22,특정 기간 동안 생산 수입된 일부 차량의 설계변경으로 전기 보조히터가 설치되지 않아 자동차 안전기준에서 정한 서리 제거가 제대로 되지 않을 수 있습니다. 이는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제109조(창닦이기장치등)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.
